"MLS No","Status","Address","Unit","DOM","City","LP","SP","BT","SqFt","BR","Bth","PB","Gar","GarSp","YrBlt","HOA Fee","Freq","Closing Date","Age","Area","Zip"
"SF421561655","SLD","3330 19th Street","A","23","SANFRCISCO","$749,000","$749,000","CO","482","2","2","0",,"0",,"398","M","10/1/2021",,"SF District 9","94110"
"SF421525758","SLD","555 Bartlett Street","323","30","SANFRCISCO","$749,000","$780,000","CO","676","1","1","0",,"0","2010","492","M","4/29/2021","11","SF District 9","94110 7804"
"SF490460","SLD","545 Duncan Street","1","23","SANFRCISCO","$749,000","$800,000","CO","632","1","1","0",,"0","1960","275","M","11/25/2019","61","SF District 5","94131 1942"
"SF421575793","SLD","140 S Van Ness Avenue","711","11","SANFRCISCO","$749,000","$725,000","CO","795","1","1","0",,"0","2002","549","M","9/22/2021","19","SF District 8","94103"
"SF503403","SLD","681 Frederick Street",,"80","SANFRCISCO","$749,000","$735,000","CO","590","1","1","0",,"0","1990","349",,"1/22/2021",,"SF District 5","94117"
"SF495507","SLD","2040 Laguna Street","303","8","SANFRCISCO","$749,000","$812,000","CO",,"1","1","0",,,"1991","593",,"4/3/2020",,"SF District 7","94115"
"SF483384","SLD","1 Daniel Burnham Court","418","12","SANFRCISCO","$749,000","$805,000","CO","732","1","1","0",,,"1988","727","M","5/16/2019",,"SF District 8","94109"
"SF421559677","SLD","555 4th Street","840","42","SANFRCISCO","$749,000","$780,000","CO","676","1","1","0",,"0",,"618","M","7/21/2021",,"SF District 9","94107"
"SF506536","SLD","65 Hermann Street","3","18","SANFRCISCO","$749,000","$788,000","CO","0","1","1","0",,"0","1959","395","M","10/26/2020","62","SF District 6","94102"
"SF483227","SLD","795 8th Avenue","406","37","SANFRCISCO","$749,000","$750,000","CO","672","1","1","0",,,"1922","548","M","6/5/2019",,"SF District 1","94118"
"SF421592001","SLD","1408 Birchwood Court",,"0","SANFRCISCO","$749,000","$810,000","CO","1081","2","2","0",,"0","1990","441","M","9/10/2021","31","SF District 10","94134"
"SF421535752","SLD","1800 Bryant Street","102","59","SANFRCISCO","$749,000","$715,000","CO","747","1","1","1",,"0","2000","507","M","7/23/2021","21","SF District 9","94110"
"SF421517523","SLD","260 King Street","513","43","SANFRCISCO","$749,000","$715,000","CO","814","1","1","0",,"0","2004","799","M","3/30/2021","17","SF District 9","94107"
"SF485406","SLD","1177 California Street","1023","87","SANFRCISCO","$749,000","$749,000","CO","706","1","1","0",,,"1978","1,125","M","9/5/2019",,"SF District 8","94108"
"SF488786","SLD","88 Townsend Street","306","22","SANFRCISCO","$749,000","$800,000","CO","608","1","1","0",,,"2004","527","M","10/10/2019",,"SF District 9","94107 6023"
"SF483032","SLD","1947 Palou Avenue",,"64","SANFRCISCO","$749,000","$827,000","DE","1164","2","1","0",,,"1900",,,"7/11/2019",,"SF District 10","94124"
"SF496033","SLD","244 Miramar Avenue",,"25","SANFRCISCO","$749,000","$900,000","DE","753","1","1","0",,,"1907",,,"4/10/2020",,"SF District 3","94112 1730"
"SF481147","SLD","2001 McAllister","13","44","SANFRCISCO","$749,000","$740,000","CO","650","1","1","0",,"0","2004","652",,"4/22/2019","17","SF District 6","94118"
"SF495927","SLD","119 Lobos Street",,"5","SANFRCISCO","$749,000","$802,888","DU","930","0","1","0",,,"1908",,,"3/19/2020",,"SF District 3","94112"
"SF492245","SLD","356 Pierce Street","3","9","SANFRCISCO","$749,000","$805,000","CO","718","2","1","1",,,"1907","180","M","12/18/2019",,"SF District 6","94117 2468"
"SF482232","SLD","1471 McAllister Street",,"28","SANFRCISCO","$749,000","$760,000","CO","712","1","1","0",,,"1900","182","M","5/13/2019",,"SF District 6","94115"
"SF493513","SLD","1043 Hollister Avenue",,"22","SANFRCISCO","$749,000","$825,000","DE",,"2","1","0",,,"1908",,,"2/20/2020",,"SF District 10","94124"
"SF485538","SLD","68 McCoppin","1","14","SANFRCISCO","$749,000","$930,000","CO",,"1","1","0",,,"1996","274","M","7/8/2019",,"SF District 9","94103"
"SF497395","SLD","220 Parque Drive",,"0","SANFRCISCO","$749,000","$700,000","DE","946","3","2","0",,,"1947",,,"6/3/2020",,"SF District 10","94134"
"SF502295","SLD","152 Sagamore Street",,"32","SANFRCISCO","$749,000","$815,000","DE",,"1","1","0",,,"1939",,,"9/4/2020",,"SF District 3","94112"
"SF421569127","SLD","8200 Oceanview Terrace","103","18","SANFRCISCO","$749,000","$775,000","CO","950","2","2","0",,"0",,"697","M","8/17/2021",,"SF District 3","94132"
"SF483991","SLD","126 Argonaut Avenue",,"49","SANFRCISCO","$749,000","$860,000","DE","1726","5","3","0",,"0","1963","154","M","6/26/2019","58","SF District 10","94134"
"SF488946","SLD","260 King Street","1517","79","SANFRCISCO","$749,000","$749,000","CO","671","1","1","0",,,"2004","791","M","12/6/2019",,"SF District 9","94107"
"SF482791","SLD","140 South Van Ness Avenue","602","11","SANFRCISCO","$749,000","$805,000","CO","710","1","1","0",,"0","2002","486","M","5/10/2019","19","SF District 9","94103"
"SF477165","SLD","81 Frank Norris","605","138","SANFRCISCO","$749,000","$720,000","CO","806","1","1","0",,,"2007","568","M","3/4/2019",,"SF District 8","94109"
"SF421538519","SLD","1905 Laguna Street","104","8","SANFRCISCO","$749,000","$751,000","CO","0","0","1","0",,"0","1924","538","M","5/25/2021","97","SF District 6","94115"
"SF506523","SLD","291 Lexington Street",,"31","SANFRCISCO","$749,000","$750,000","CO","690","1","1","0",,,,"175",,"11/16/2020",,"SF District 9","94110 1730"
"SF496989","SLD","716 Le Conte Avenue",,"55","SANFRCISCO","$749,000","$825,000","CO","1480","3","2","0",,,"2001",,,"6/10/2020",,"SF District 10","94124"
"SF503380","SLD","699 Pennsylvania Avenue","9","43","SANFRCISCO","$749,000","$744,000","CO",,"1","1","1",,,"2001","607","M","9/24/2020",,"SF District 9","94107"
"SF508895","SLD","8200 Oceanview Terrace","202","39","SANFRCISCO","$749,000","$735,000","CO","1021","2","2","0",,,"2002","682","M","12/5/2020",,"SF District 3","94132"
"SF482129","SLD","12 Baden Street",,"18","SANFRCISCO","$749,000","$638,000","DE","687","1","1","0",,,"1907",,,"4/22/2019",,"SF District 4","94131"
"SF497404","SLD","5800 3rd Street","1117","99","SANFRCISCO","$749,000","$749,000","CO","1046","2","2","0",,,"2010","473",,"8/21/2020",,"SF District 10","94124"
"SF421526431","SLD","386 Richland Avenue","C","12","SANFRCISCO","$749,000","$910,000","CO","789","1","1","0",,"0","1900","230",,"5/6/2021","121","SF District 9","94110"
"SF482901","SLD","172 Mary Teresa Street","2","12","SANFRCISCO","$749,000","$930,000","TH","1333","2","2","1",,"0","2008","234","M","5/10/2019","13","SF District 10","94134"
"SF500554","SLD","1 Edgar Place",,"2","SANFRCISCO","$749,000","$749,000","DE","2002","3","3","0",,"0","1925",,,"7/2/2020","96","SF District 3","94112"
"SF482231","SLD","1440 Broadway","201","17","SANFRCISCO","$749,000","$858,500","CO","763","1","1","0",,,"1982","671",,"4/3/2019",,"SF District 8","94109"
"SF481331","SLD","579 Moscow Street",,"33","SANFRCISCO","$749,000","$760,000","DE","750","2","1","0",,"0","1906",,,"4/16/2019","115","SF District 10","94112 2807"
"SF510875","SLD","438 Shields Street",,"6","SANFRCISCO","$749,000","$850,000","DE","817","2","1","0",,"0","1946",,,"12/31/2020","75","SF District 3","94132"
"ML81828603","SLD","5800 3rd Street","1420","26","SANFRCISCO","$749,000","$733,000","CO","1086","2","2",,"Y","1","2010","500","M","4/22/2021","11","All Other Counties/States","94124"
"SF421531613","SLD","2225 23rd Street","211","26","SANFRCISCO","$749,000","$775,000","CO","805","2","1","0",,"0","1989","603","M","4/28/2021","32","SF District 9","94107"
"40932854","SLD","438 Shields St",,"0","SANFRCISCO","$749,000","$850,000","DE","817","2","1","0","Y","1","1946",,,"12/31/2020","75","San Francisco County","94132"
"SF485616","SLD","52 Linda Street",,"5","SANFRCISCO","$749,000","$1,003,000","CO","715","1","1","0",,"0","1907","225","M","6/17/2019","114","SF District 5","94110"
"ML81771024","SLD","8200 Oceanview Terrace","320","6","SANFRCISCO","$749,000","$855,000","CO","1005","2","2",,"Y","1","2002","539","M","10/29/2019","17","Merced Heights","94132"
"ML81739211","SLD","579 Moscow Street",,"24","SANFRCISCO","$749,000","$760,000","DE","750","2","1",,"Y","1","1906",,,"4/16/2019","113","SF Excelsior","94112"
"SF494565","SLD","795 8th Avenue","306","94","SANFRCISCO","$749,000","$740,000","CO","672","1","1","0",,"0","1996","565","M","5/11/2020","25","SF District 1","94118"
"SF486096","SLD","8300 Oceanview Terrace","208","16","SANFRCISCO","$749,000","$895,000","CO","1021","2","2","0",,"0","2002","558","M","7/19/2019","19","SF District 3","94132"
"SF483865","SLD","744 Union Street","3","23","SANFRCISCO","$749,000","$855,000","DE","700","2","1","0",,"0",,"321",,"5/31/2019",,"SF District 8","94133"
"SF493354","SLD","1055 Gilman Avenue",,"9","SANFRCISCO","$749,000","$800,000","DE","950","2","1","0",,"0","1908",,,"2/13/2020","113","SF District 10","94124"
"SF509446","SLD","1490 Francisco Street","8","145","SANFRCISCO","$749,000","$735,000","DE","785","1","1","0",,"0","1924","556","M","4/23/2021","97","SF District 7","94123"
"SF493497","SLD","8 Keystone Way","3A","41","SANFRCISCO","$749,000","$775,000","CO","744","2","1","0",,,"1985","462",,"3/2/2020",,"SF District 4","94127"
"SF480296","SLD","465 10th Street","207","35","SANFRCISCO","$749,000","$830,000","CO","880","1","2","0",,,"1924","730","M","3/11/2019",,"SF District 9","94103"
"SF421517152","SLD","723 Taylor Street","601","6","SANFRCISCO","$749,000","$775,000","CO","760","1","1","0",,"0","2010","356","M","4/2/2021","11","SF District 8","94117"
"SF490383","SLD","8200 Oceanview Terrace","320","6","SANFRCISCO","$749,000","$855,000","CO","1005","2","2","0",,"0","2002","539","M","10/29/2019","19","SF District 3","94132"
"SF508433","SLD","647 Frederick Street",,"140","SANFRCISCO","$749,000","$730,000","CO","590","1","1","0",,"0","1990","372","M","6/22/2021","31","SF District 5","94117"
"SF505264","SLD","2211 California Street","400","130","SANFRCISCO","$749,000","$735,000","CO","616","1","1","0",,"0","1911","603",,"1/29/2021","110","SF District 6","94115"
"SF421532501","SLD","1334 Leavenworth Street",,"20","SANFRCISCO","$749,000","$780,000","DE","835","1","1","0",,"0","1949","312","M","5/6/2021","72","SF District 8","94109"
"SF481981","SLD","1222 Shafter Avenue",,"13","SANFRCISCO","$749,000","$1,015,000","DE","1990","5","2","1",,,"1919",,,"4/1/2019",,"SF District 10","94124"
"SF480173","SLD","8 Keystone Way","3C","26","SANFRCISCO","$749,000","$862,500","CO","937","2","1","0",,,"1985","462",,"3/1/2019",,"SF District 4","94127"
"SF503971","SLD","1 Daniel Burnham Court","201","51","SANFRCISCO","$749,000","$715,000","CO","749","1","1","0",,,"1988","762",,"10/15/2020",,"SF District 8","94109"
"SF490920","SLD","259 Bayview Circle",,"28","SANFRCISCO","$749,000","$830,000","DE","1317","2","2","0",,,"1986","351","M","11/22/2019",,"SF District 10","94124"
"SF500369","SLD","355 E Buena Vista Avenue","514W","144","SANFRCISCO","$749,000","$725,000","CO",,"1","1","0",,,"1986","765",,"12/30/2020",,"SF District 5","94117"
"SF502376","SLD","1627 18th Street",,"64","SANFRCISCO","$749,000","$733,000","CO","775","1","1","1",,,"1995","590","M","10/28/2020",,"SF District 9","94107"
"SF498863","SLD","1160 Mission Street","2309","74","SANFRCISCO","$749,000","$745,000","CO",,"1","1","0",,,"2008","805","M","9/21/2020",,"SF District 9","94103"
"SF478095","SLD","837 Union Street",,"80","SANFRCISCO","$749,000","$800,000","DE","706","2","1","0",,,"1909","190",,"2/8/2019",,"SF District 8","94131"
"SF481199","SLD","837 Union",,"16","SANFRCISCO","$749,000","$750,250","DE",,"1","1","1",,,,,,"4/10/2019",,"SF District 8","94133"
"SF502710","SLD","2250 24th Street","331","44","SANFRCISCO","$749,000","$750,000","CO","809","2","1","0",,"0","1989","529",,"10/5/2020","32","SF District 9","94107"
"SF421517883","SLD","1160 Mission Street","1112","11","SANFRCISCO","$749,000","$730,000","CO","664","1","1","0",,"0","2008","741","M","3/24/2021","13","SF District 9","94103"
"SF480091","SLD","469 Tehama","5","78","SANFRCISCO","$749,000","$750,000","CO","0","1","1","0",,"0",,"528","M","4/26/2019",,"SF District 9","94103"
"SF498036","SLD","368 Elm Street","104","77","SANFRCISCO","$749,000","$749,000","CO","699","0","1","0",,,"2007","436","M","8/28/2020",,"SF District 8","94102 7110"
"SF480991","SLD","2001 McAllister Street","154","15","SANFRCISCO","$749,000","$765,000","CO","639","1","1","0",,,"2002","649",,"3/1/2019",,"SF District 6","94118"
"SF479139","SLD","206 Coleman Street",,"22","SANFRCISCO","$749,000","$805,000","CO","1072","2","2","0",,"0","2016","281",,"1/2/2019","5","SF District 10","94124"
"SF501857","SLD","5800 3rd Street","1106","30","SANFRCISCO","$749,000","$749,000","CO","1110","2","2","0",,,"2010","471","M","9/9/2020",,"SF District 10","94124"
"SF485992","SLD","1824 23rd Street",,"26","SANFRCISCO","$749,000","$820,000","CO","1323","1","1","0",,,"1988","325",,"7/24/2019",,"SF District 9","94107"
"SF421553228","SLD","675 Cole Street","5","31","SANFRCISCO","$749,000","$800,000","CO","778","1","1","1",,"0","1961","324","M","6/29/2021","60","SF District 5","94117"
"SF421554026","SLD","2077 Jackson Street","205","5","SANFRCISCO","$749,000","$875,000","CO","640","1","1","0",,"0","1959","423","M","6/23/2021","62","SF District 7","94109"
"SF490651","SLD","523 Munich Street","523","136","SANFRCISCO","$749,000","$749,000","DE","898","2","2","0",,,"1900","300","M","2/28/2020",,"SF District 10","94112"
"SF478945","SLD","113 Elmira Street",,"32","SANFRCISCO","$749,000","$1,005,000","DE","1346","2","1","0",,,"1939",,,"10/25/2019",,"SF District 10","94124"
"SF481228","SLD","925 Goettingen Street",,"18","SANFRCISCO","$749,000","$775,000","DE","905","2","1","0",,,"1945",,,"4/2/2019",,"SF District 10","94134"
"SF492216","SLD","1177 California Street","333","74","SANFRCISCO","$749,000","$749,000","CO","756","1","1","0",,,"1978","1,159",,"1/15/2020",,"SF District 8","94108 -221"
"SF482915","SLD","270 Valencia Street","202","13","SANFRCISCO","$749,000","$880,000","CO","646","1","1","0",,,"2005","729","M","5/10/2019",,"SF District 5","94103"
"SF500091","SLD","368 Elm Street","402","4","SANFRCISCO","$749,000","$755,000","CO","649","1","1","0",,,"2007","429","M","7/15/2020",,"SF District 8","94102"
"SF512709","SLD","1160 Mission Street","1103","37","SANFRCISCO","$749,000","$749,000","CO","756","1","1","0",,"0","2008","787","M","3/5/2021","13","SF District 9","94103"
"SF421522584","SLD","1160 Mission Street","1703","20","SANFRCISCO","$749,000","$749,000","CO","756","1","1","0",,"0","2008","790","M","4/8/2021","13","SF District 9","94103"
"SF498990","SLD","1859 Broadway",,"37","SANFRCISCO","$749,000","$765,000","CO","701","0","1","0",,,"1926","250","M","7/27/2020",,"SF District 7","94109"
"SF510448","SLD","2608 Hyde Street",,"47","SANFRCISCO","$749,000","$800,000","DE","689","2","1","0",,"0",,"140","M","3/8/2021",,"SF District 8","94109"
"SF421571508","SLD","224 Prague Street",,"52","SANFRCISCO","$749,000","$805,000","DE","940","1","1","0",,"0","1906",,,"9/2/2021","115","SF District 10","94112"
