,MLS No,Status,Address,Unit,DOM,City,LP,SP,BT,SqFt,BR,Bth,Gar,GarSp,YrBlt,HOA Fee,Freq,Closing Date,Age,Area,Zip
2321,ML81798837,SLD,3322 Methilhaven Lane,,79,SAN JOSE,"$618,888","$612,000",TH,991,3,1,Y,2.0,1976.0,403,M,10/19/2020,44.0,Evergreen,95121
2322,ML81737666,SLD,1888 Piedmont Road,,94,SAN JOSE,"$618,888","$600,000",CO,884,2,1,,0.0,1971.0,230,,6/17/2019,48.0,Berryessa,95132
2323,40914465,SLD,1723 Flickinger Ct,,43,SAN JOSE,"$619,000","$606,000",CO,852,2,2,Y,1.0,1990.0,400,M,10/16/2020,30.0,Santa Clara County,95131
2324,ML81762132,SLD,1780 Cathay Drive,,12,SAN JOSE,"$619,000","$682,000",DE,1040,3,2,Y,2.0,1959.0,,,9/6/2019,60.0,Alum Rock,95122
2325,ML81755499,SLD,1495 De Rose Way,116,12,SAN JOSE,"$619,000","$685,000",CO,1091,2,2,,0.0,1977.0,395,,7/16/2019,42.0,Central San Jose,95126
2326,ML81750023,SLD,3550 Alden Way,15,27,SAN JOSE,"$619,000","$635,000",TH,941,2,1,,0.0,1963.0,480,,7/2/2019,56.0,Campbell,95117
2327,ML81825899,SLD,8367 Riesling Way,,32,SAN JOSE,"$619,000","$610,000",CO,1646,2,2,Y,1.0,1978.0,"1,152",M,3/18/2021,43.0,Evergreen,95135
2328,ML81761967,SLD,3309 Cannongate Court,,60,SAN JOSE,"$619,000","$625,000",TH,1131,3,1,Y,2.0,1972.0,383,,10/11/2019,47.0,Evergreen,95121
2329,ML81763132,SLD,3156 Heather Ridge Drive,,6,SAN JOSE,"$619,000","$630,000",CO,1250,2,2,Y,1.0,1989.0,500,,9/6/2019,30.0,South San Jose,95136
2330,ML81764644,SLD,6141 Camino Verde Drive,E,28,SAN JOSE,"$619,000","$605,000",TH,992,2,1,,0.0,1980.0,377,,10/8/2019,39.0,Santa Teresa,95119
2331,ML81834444,SLD,2006 Tradan Drive,,21,SAN JOSE,"$619,000","$620,788",CO,988,2,2,,0.0,1987.0,375,M,5/21/2021,34.0,Berryessa,95132
2332,ML81820055,SLD,1717 Braddock Court,,58,SAN JOSE,"$619,000","$609,000",CO,841,1,1,Y,1.0,1984.0,456,M,2/19/2021,36.0,Campbell,95125
2333,ML81762771,SLD,916 Catkin Court,,48,SAN JOSE,"$619,000","$600,000",CO,922,2,2,,0.0,1988.0,493,,11/4/2019,31.0,Campbell,95128
2334,ML81807334,SLD,1723 Flickinger Court,,28,SAN JOSE,"$619,000","$606,000",CO,852,2,2,Y,1.0,1990.0,400,M,10/16/2020,30.0,Berryessa,95131
2335,ML81783275,SLD,1898 Meridian Avenue,14,7,SAN JOSE,"$619,000","$605,000",CO,1116,2,2,,0.0,1964.0,410,,3/23/2020,56.0,Willow Glen,95125
2336,ML81856444,SLD,7000 Gregorich Drive,G,28,SAN JOSE,"$619,000","$620,000",CO,850,2,2,Y,1.0,1992.0,349,M,10/8/2021,29.0,Santa Teresa,95138
2337,ML81846536,SLD,144 S 3rd Street,620,15,SAN JOSE,"$619,000","$610,000",CO,858,1,1,Y,1.0,1996.0,586,M,7/14/2021,25.0,Central San Jose,95112
2338,ML81858007,SLD,1878 Tradan Drive,,35,SAN JOSE,"$619,000","$622,000",CO,988,2,2,,0.0,1987.0,375,M,10/8/2021,34.0,Berryessa,95132
2339,ML81814210,SLD,5486 Sean Circle,26,18,SAN JOSE,"$619,000","$619,000",CO,1060,2,2,,0.0,1979.0,424,M,11/12/2020,41.0,Blossom Valley,95123
2340,ML81746680,SLD,809 Auzerais Avenue,256,21,SAN JOSE,"$619,000","$610,000",CO,824,1,1,Y,1.0,2008.0,406,,5/28/2019,11.0,Central San Jose,95126
2341,ML81841810,SLD,5692 Makati Circle,G,9,SAN JOSE,"$619,000","$652,000",CO,989,2,2,,0.0,1985.0,513,M,5/28/2021,36.0,Blossom Valley,95123
2342,SF483585,SLD,809 Auzerais Avenue,256,26,SAN JOSE,"$619,000","$610,000",CO,824,1,1,,0.0,2008.0,406,M,6/3/2019,13.0,Central San Jose,95126
2343,ML81773677,SLD,6017 Montgomery Corners,,161,SAN JOSE,"$619,000","$600,000",TH,1700,3,2,,0.0,1972.0,"1,081",M,4/7/2020,47.0,Evergreen,95135
2344,ML81838409,SLD,3284 Kimber Court,31,9,SAN JOSE,"$619,800","$609,000",CO,886,2,1,,0.0,1977.0,337,M,5/24/2021,44.0,Cambrian,95124
2345,ML81843609,SLD,3254 Kimber Court,111,6,SAN JOSE,"$619,888","$663,000",CO,886,2,1,,0.0,1977.0,336,M,6/17/2021,44.0,Cambrian,95124
2346,ML81838187,SLD,5474 Makati Circle,,8,SAN JOSE,"$619,888","$630,000",CO,989,2,2,,0.0,1984.0,512,M,6/22/2021,37.0,Blossom Valley,95123
2347,ML81806791,SLD,2290 Sun Glory Lane,B,8,SAN JOSE,"$619,888","$638,388",CO,998,2,2,Y,1.0,1981.0,400,,9/22/2020,39.0,Willow Glen,95124
2348,ML81814767,SLD,25 S 3rd Street,101,6,SAN JOSE,"$619,888","$635,000",CO,1144,1,1,Y,1.0,2007.0,520,,5/7/2021,13.0,Central San Jose,95113
2349,ML81750646,SLD,770 Teatree Court,,9,SAN JOSE,"$619,888","$630,000",CO,922,2,2,Y,1.0,1988.0,492,,6/6/2019,31.0,Campbell,95128
2350,40847560,SLD,1060 S 3Rd St,347,23,SAN JOSE,"$619,900","$610,000",CO,1000,2,2,Y,2.0,2005.0,515,M,1/11/2019,14.0,Santa Clara County,95112
2351,ML81795201,SLD,7835 Prestwick Circle,,18,SAN JOSE,"$619,900","$595,000",CO,1265,2,2,Y,2.0,1992.0,767,,7/28/2020,28.0,Evergreen,95135
2352,ML81777096,SLD,2128 Canoas Garden Avenue,A,8,SAN JOSE,"$619,900","$675,000",TH,1091,2,1,Y,1.0,1980.0,390,,1/9/2020,39.0,Willow Glen,95125
2353,ML81773270,SLD,6953 Rodling Drive,E,90,SAN JOSE,"$619,900","$613,000",CO,1093,2,2,Y,1.0,1992.0,333,,2/19/2020,27.0,Santa Teresa,95138
2354,ML81836168,SLD,2503 La Terrace Circle,,6,SAN JOSE,"$619,950","$656,000",CO,995,2,2,,0.0,1985.0,498,M,5/28/2021,36.0,Blossom Valley,95123
2355,ML81829953,SLD,1801 La Terrace Circle,,11,SAN JOSE,"$619,950","$650,000",CO,995,2,2,,0.0,1985.0,498,M,3/23/2021,36.0,Blossom Valley,95123
2356,ML81757954,SLD,4944 Canto Drive,,44,SAN JOSE,"$619,950","$610,000",CO,851,2,2,Y,1.0,1987.0,380,,9/20/2019,32.0,Cambrian,95124
2357,ML81744182,SLD,1375 Lick Avenue,324,184,SAN JOSE,"$619,999","$615,000",CO,952,2,2,Y,2.0,2009.0,427,,10/23/2019,10.0,Central San Jose,95110
2358,ML81852642,SLD,2324 Saidel Drive,1,2,SAN JOSE,"$620,000","$604,500",CO,810,2,1,Y,1.0,1973.0,366,M,8/19/2021,48.0,Cambrian,95124
2359,ML81853428,SLD,2317 Saidel Drive,3,5,SAN JOSE,"$620,000","$635,000",CO,903,2,1,Y,1.0,1973.0,366,M,8/17/2021,48.0,Cambrian,95124
2360,ML81860173,SLD,3186 Kimber Court,91,12,SAN JOSE,"$620,000","$625,000",CO,886,2,1,,0.0,1977.0,337,M,10/8/2021,44.0,Cambrian,95124
2361,ML81764579,SLD,2071 Palm Beach Way,,6,SAN JOSE,"$620,000","$650,000",DE,960,3,1,Y,2.0,1961.0,,,10/18/2019,58.0,Alum Rock,95122
2362,ML81787907,SLD,1679 Los Suenos Avenue,,1,SAN JOSE,"$620,000","$650,000",TH,1254,3,2,Y,2.0,1995.0,195,,4/24/2020,25.0,Alum Rock,95116
2363,ML81779798,SLD,8411 Chenin Blanc Lane,,156,SAN JOSE,"$620,000","$600,000",CO,1571,2,2,Y,1.0,1978.0,"1,115",,9/17/2020,42.0,Evergreen,95135
2364,40951884,SLD,14 Kenbrook Cir,,5,SAN JOSE,"$620,000","$629,999",CO,1094,3,2,Y,2.0,1987.0,320,M,8/24/2021,34.0,Santa Clara County,95111-3282
2365,ML81852962,SLD,47 Silcreek Drive,,48,SAN JOSE,"$620,000","$600,000",CO,1318,2,2,Y,2.0,1983.0,584,M,9/24/2021,38.0,Alum Rock,95116
2366,ML81734990,SLD,1615 Los Suenos,,7,SAN JOSE,"$620,000","$645,000",TH,1254,3,2,Y,2.0,1995.0,180,,2/14/2019,24.0,Alum Rock,95116
2367,ML81790311,SLD,7816 Prestwick Circle,,2,SAN JOSE,"$620,000","$625,000",CO,1490,2,2,Y,2.0,1989.0,852,,6/4/2020,31.0,Evergreen,95135
2368,ML81797824,SLD,2511 Easton Place,48,19,SAN JOSE,"$620,000","$620,000",CO,1103,3,2,Y,1.0,1981.0,361,,9/1/2020,39.0,Berryessa,95133
2369,ML81801770,SLD,3214 Kenhill Drive,,6,SAN JOSE,"$620,000","$620,000",CO,1164,3,1,Y,2.0,1987.0,312,,8/26/2020,33.0,South San Jose,95111
2370,ML81837587,SLD,3358 Bolsena Court,,3,SAN JOSE,"$620,000","$620,000",TH,1184,2,2,Y,1.0,1985.0,883,M,4/19/2021,36.0,Evergreen,95135
2371,ML81789951,SLD,195 Valley Park Circle,,4,SAN JOSE,"$620,000","$625,000",TH,1220,3,1,,0.0,1972.0,439,,5/22/2020,48.0,Santa Teresa,95139
2372,ML81781717,SLD,1424 Capurso Way,,5,SAN JOSE,"$620,000","$653,500",CO,1054,2,2,,0.0,1984.0,385,,3/2/2020,36.0,Willow Glen,95125
2373,ML81806108,SLD,1534 Four Oaks Circle,,36,SAN JOSE,"$620,000","$605,000",CO,992,2,2,,0.0,1986.0,501,M,10/26/2020,34.0,Berryessa,95131
2374,40934156,SLD,96 Van Cott Ct,,8,SAN JOSE,"$620,000","$675,000",TH,1418,3,2,Y,2.0,1986.0,300,M,2/24/2021,35.0,All Other Counties/States,95127
2375,ML81756577,SLD,2082 Manassas Court,,7,SAN JOSE,"$620,000","$740,000",DE,1499,3,2,Y,2.0,1978.0,,,7/17/2019,41.0,Alum Rock,95116
2376,ML81743908,SLD,8125 Cabernet Court,,45,SAN JOSE,"$620,000","$612,500",CO,1497,2,2,Y,1.0,1978.0,"1,116",,5/22/2019,41.0,Evergreen,95135
2377,ML81795956,SLD,1467 Alma Loop,,7,SAN JOSE,"$620,000","$640,100",CO,1071,2,2,,0.0,1984.0,385,,7/15/2020,36.0,Willow Glen,95125
2378,ML81859132,SLD,2140 Galveston Avenue,C,1,SAN JOSE,"$620,000","$620,000",TH,1165,3,1,Y,2.0,1979.0,343,M,10/6/2021,42.0,South San Jose,95122
2379,40950680,SLD,5480 Makati Cir,,61,SAN JOSE,"$620,888","$620,000",CO,989,2,2,N,1.0,1984.0,512,M,8/17/2021,37.0,Santa Clara County,95123
2380,ME221053475,SLD,5480 Makati Circle,,62,SAN JOSE,"$620,888","$620,000",CO,989,2,2,,1.0,1984.0,512,M,8/17/2021,37.0,Blossom Valley,95123 6254
2381,ML81839869,SLD,2517 Easton Pl,36,29,SAN JOSE,"$623,000","$665,000",CO,1103,3,2,Y,1.0,1981.0,367,M,6/21/2021,40.0,Berryessa,95133
2382,ML81751792,SLD,5192 Makati Circle,,46,SAN JOSE,"$624,000","$615,000",CO,1233,2,2,,0.0,1988.0,431,,8/8/2019,31.0,Blossom Valley,95123
2383,ML81746498,SLD,1679 Braddock Court,,10,SAN JOSE,"$624,990","$635,000",CO,865,2,1,Y,1.0,1984.0,434,,5/21/2019,35.0,Campbell,95125
2384,ML81761383,SLD,3188 Heather Ridge Drive,,40,SAN JOSE,"$624,999","$600,000",CO,1099,2,2,Y,1.0,1988.0,500,,10/10/2019,31.0,South San Jose,95136
2385,ML81771097,SLD,6962 Gregorich Drive,B,43,SAN JOSE,"$624,999","$620,000",CO,1093,2,2,Y,1.0,1992.0,333,,12/20/2019,27.0,Santa Teresa,95138
2386,ML81807770,SLD,8461 Traminer Court,,251,SAN JOSE,"$624,999","$580,000",CO,1646,2,2,Y,1.0,1978.0,"1,004",M,6/9/2021,42.0,Evergreen,95135
2387,ML81850496,SLD,5366 Makati Circle,,12,SAN JOSE,"$624,999","$675,000",CO,1233,2,2,,0.0,1986.0,537,M,8/6/2021,35.0,Blossom Valley,95123
2388,ML81796636,SLD,3128 Heather Ridge Drive,,12,SAN JOSE,"$624,999","$615,000",CO,1067,2,2,Y,1.0,1989.0,548,,7/28/2020,31.0,South San Jose,95136
2389,40954262,SLD,296 Tradewinds Dr,7,20,SAN JOSE,"$625,000","$640,000",CO,1252,3,2,N,1.0,1970.0,474,M,8/11/2021,51.0,Santa Clara County,95123
2390,ML81819939,SLD,39 S 34th Street,,48,SAN JOSE,"$625,000","$617,000",DE,884,2,1,,0.0,1930.0,,,1/13/2021,90.0,Alum Rock,95116
2391,ML81739304,SLD,6116 Montgomery Court,,10,SAN JOSE,"$625,000","$600,000",CO,1307,2,2,Y,1.0,1973.0,839,,3/26/2019,46.0,Evergreen,95135
2392,ML81749873,SLD,1398 Lick Avenue,,118,SAN JOSE,"$625,000","$598,000",CO,1118,2,2,Y,1.0,1986.0,300,,10/10/2019,33.0,Central San Jose,95110
2393,ML81740946,SLD,1550 Technology Drive,1012,26,SAN JOSE,"$625,000","$605,500",CO,914,1,1,Y,1.0,2005.0,442,,4/25/2019,14.0,Central San Jose,95110
2394,ML81823051,SLD,6204 Wehner Way,,30,SAN JOSE,"$625,000","$610,000",CO,1526,2,2,Y,2.0,1974.0,"1,153",M,2/16/2021,46.0,Evergreen,95135
2395,ML81787984,SLD,5475 Makati Circle,,21,SAN JOSE,"$625,000","$607,000",CO,989,2,2,,0.0,1984.0,479,,5/12/2020,36.0,Blossom Valley,95123
2396,ML81753925,SLD,1620 Seacreek Way,,46,SAN JOSE,"$625,000","$620,000",TH,1234,2,1,Y,2.0,1981.0,284,,8/2/2019,38.0,Evergreen,95121
2397,ML81751406,SLD,88 E San Fernando Street,1706,63,SAN JOSE,"$625,000","$600,000",CO,673,0,1,Y,1.0,2008.0,728,,7/24/2019,11.0,Central San Jose,95113
2398,ML81762718,SLD,6141 Montgomery Place,,9,SAN JOSE,"$625,000","$625,000",CO,1307,2,2,Y,2.0,1973.0,970,,8/22/2019,46.0,Evergreen,95135
2399,ML81858564,SLD,2029 Terilyn Avenue,,0,SAN JOSE,"$625,000","$685,000",DE,1316,3,1,Y,2.0,1961.0,,,8/24/2021,60.0,Alum Rock,95122
2400,ML81765459,SLD,116 Basch Avenue,,48,SAN JOSE,"$625,000","$628,000",DE,1032,2,1,Y,1.0,1951.0,,,11/1/2019,68.0,Alum Rock,95116
2401,ML81805208,SLD,8429 Beaujolais Court,,6,SAN JOSE,"$625,000","$625,000",CO,1571,2,2,Y,1.0,1978.0,"1,106",M,9/23/2020,42.0,Evergreen,95135
2402,ML81739907,SLD,115 Rose Lane,,78,SAN JOSE,"$625,000","$625,000",TH,1330,3,2,Y,2.0,1984.0,400,,7/11/2019,35.0,Alum Rock,95127
2403,ML81741026,SLD,14100 Jerilyn Drive,,4,SAN JOSE,"$625,000","$650,000",DE,797,2,1,,0.0,1951.0,,,4/4/2019,68.0,Alum Rock,95127
2404,ML81734661,SLD,5033 Grey Feather Circle,118,26,SAN JOSE,"$625,000","$630,000",TH,1137,2,2,,0.0,1986.0,386,,3/1/2019,33.0,Blossom Valley,95136
2405,ML81760542,SLD,74 Gebhart Avenue,,50,SAN JOSE,"$625,000","$625,000",DE,1100,3,2,Y,1.0,1954.0,,,10/3/2019,65.0,Alum Rock,95116
2406,ML81736329,SLD,45 Hobson Street,4B,1,SAN JOSE,"$625,000","$625,000",CO,907,2,1,,0.0,1986.0,346,,2/8/2019,33.0,Central San Jose,95110
2407,ML81742599,SLD,5691 Makati Circle,C,14,SAN JOSE,"$625,000","$625,000",CO,989,2,2,,0.0,1984.0,413,,4/12/2019,35.0,Blossom Valley,95123
2408,ML81852946,SLD,4770 Hatfield Walkway,1,0,SAN JOSE,"$625,000","$630,000",CO,810,2,1,,0.0,1973.0,366,M,7/21/2021,48.0,Cambrian,95124
2409,ML81786142,SLD,809 Auzerais Avenue,304,24,SAN JOSE,"$625,000","$600,000",CO,824,1,1,Y,1.0,2008.0,467,,4/22/2020,12.0,Central San Jose,95126
2410,ML81731785,SLD,5305 Cribari Heights,,12,SAN JOSE,"$625,000","$625,000",CO,1450,2,2,,0.0,1971.0,704,,3/8/2019,47.0,Evergreen,95135
2411,ML81827348,SLD,2881 Meridian Avenue,101,1,SAN JOSE,"$625,000","$685,000",CO,971,1,1,Y,2.0,2007.0,425,M,2/25/2021,14.0,Willow Glen,95124
2412,ML81752196,SLD,684 Teatree Court,,7,SAN JOSE,"$625,000","$628,000",CO,922,2,2,,0.0,1988.0,492,,6/13/2019,31.0,Campbell,95128
2413,ML81827915,SLD,6940 Gregorich Drive,H,13,SAN JOSE,"$625,000","$610,000",CO,850,2,2,Y,1.0,1992.0,349,,3/12/2021,29.0,Santa Teresa,95138
2414,ML81844160,SLD,1587 Four Oaks Circle,,21,SAN JOSE,"$625,000","$620,000",CO,992,2,2,,0.0,1986.0,504,M,8/5/2021,35.0,Berryessa,95131
2415,ML81853367,SLD,2715 La Terrace Circle,,2,SAN JOSE,"$625,000","$665,000",CO,995,2,2,,0.0,1985.0,498,M,8/10/2021,36.0,Blossom Valley,95123
2416,ML81796522,SLD,10070 Endfield Way,,22,SAN JOSE,"$625,000","$642,000",DE,840,2,1,Y,1.0,1953.0,,,8/7/2020,67.0,Alum Rock,95127
2417,ML81793388,SLD,288 Palacio Royale Circle,,50,SAN JOSE,"$625,000","$616,500",CO,1474,4,2,,0.0,1971.0,255,,8/26/2020,49.0,Alum Rock,95116
2418,40884123,SLD,1286 Metcalf Rd,,74,SAN JOSE,"$625,000","$550,000",DE,1024,3,1,N,2.0,1964.0,,,4/8/2020,56.0,Santa Clara County,95138
2419,ML81749168,SLD,809 Auzerais Avenue,215,61,SAN JOSE,"$625,000","$610,000",CO,824,1,1,Y,1.0,2008.0,406,,7/23/2019,11.0,Central San Jose,95126
2420,ML81760669,SLD,243 N 26th Street,,8,SAN JOSE,"$625,000","$620,000",DE,880,2,1,Y,1.0,1926.0,,,8/28/2019,93.0,Central San Jose,95116
2421,ML81747163,SLD,1623 Whitton Avenue,,5,SAN JOSE,"$625,000","$625,000",DE,1106,3,2,Y,2.0,1985.0,,,5/20/2019,34.0,Alum Rock,95116
2422,ML81845218,SLD,2511 Easton Place,47,6,SAN JOSE,"$625,000","$655,000",CO,1103,3,2,Y,1.0,1981.0,367,M,7/1/2021,40.0,Berryessa,95133
2423,ML81847070,SLD,2201 La Terrace Circle,,6,SAN JOSE,"$625,000","$660,000",CO,904,2,1,,0.0,1985.0,498,M,6/29/2021,36.0,Blossom Valley,95123
2424,ML81743715,SLD,3532 Squirecreek Circle,,10,SAN JOSE,"$625,000","$655,000",TH,1415,3,2,Y,2.0,1979.0,260,,4/19/2019,40.0,Evergreen,95121
2425,ML81837229,SLD,1432 Capurso Way,,5,SAN JOSE,"$625,000","$690,000",CO,1071,2,2,,0.0,1984.0,400,M,6/3/2021,37.0,Willow Glen,95125
2426,ML81786900,SLD,1556 Alma Terrace,,3,SAN JOSE,"$625,000","$650,000",CO,1054,2,2,,0.0,1984.0,385,,5/21/2020,36.0,Willow Glen,95125
2427,ML81771032,SLD,1903 Tampa Way,,7,SAN JOSE,"$625,000","$648,000",DE,1300,4,2,Y,2.0,1959.0,,,11/20/2019,60.0,Alum Rock,95122
2428,ML81817003,SLD,1412 Alma Way,,6,SAN JOSE,"$625,000","$638,000",CO,1071,2,2,Y,1.0,1984.0,385,M,12/8/2020,36.0,Willow Glen,95125
2429,ML81780945,SLD,1508 Alma Terrace,,5,SAN JOSE,"$625,000","$632,000",CO,1054,2,2,,0.0,1984.0,385,,3/3/2020,36.0,Willow Glen,95125
2430,ML81764556,SLD,630 N San Pedro Street,6A,27,SAN JOSE,"$625,000","$600,000",CO,907,2,1,,0.0,1986.0,346,,10/7/2019,33.0,Central San Jose,95110
2431,ML81736244,SLD,167 Brill Court,,104,SAN JOSE,"$625,000","$625,000",DE,1054,3,2,Y,1.0,1986.0,150,M,6/14/2019,33.0,Alum Rock,95116
2432,40886064,SLD,10550 Anderson Rd,,16,SAN JOSE,"$625,000","$701,000",DE,1199,2,1,Y,2.0,1958.0,,,12/11/2019,61.0,Santa Clara County,95127
2433,ML81809285,SLD,2177 Alum Rock Avenue,225,27,SAN JOSE,"$625,000","$600,000",CO,1217,3,2,Y,1.0,2005.0,456,M,11/19/2020,15.0,Alum Rock,95116
2434,ML81770576,SLD,1286 Metcalf Road,,117,SAN JOSE,"$625,000","$550,000",DE,1024,3,1,Y,1.0,1964.0,,,4/8/2020,55.0,Evergreen,95138
2435,ME19020079,SLD,167 Brill Court,,104,SAN JOSE,"$625,000","$625,000",DU,1054,3,2,,1.0,1986.0,150,M,6/17/2019,35.0,Alum Rock,95116 1927
2436,ME221068464,SLD,2016 Tradan Drive,,52,SAN JOSE,"$625,000","$630,000",CO,988,2,2,,0.0,1987.0,375,M,9/9/2021,34.0,Berryessa,95132 3716
2437,ME19031746,SLD,1623 Whitton Avenue,,0,SAN JOSE,"$625,000","$625,000",DE,1106,3,2,,2.0,1985.0,,,5/22/2019,36.0,Alum Rock,95116
2438,ML81772636,SLD,10550 Anderson,,31,SAN JOSE,"$625,000","$701,000",DE,1199,2,1,Y,2.0,1958.0,,,12/11/2019,61.0,Alum Rock,95127
2439,ML81842649,SLD,3202 Lake Garda Drive,,4,SAN JOSE,"$625,000","$730,000",CO,1184,2,2,Y,1.0,1985.0,882,M,6/3/2021,36.0,Evergreen,95135
2440,40861340,SLD,1623 Whitton Ave,,4,SAN JOSE,"$625,000","$625,000",DE,1106,3,2,Y,2.0,1985.0,,,5/22/2019,34.0,Santa Clara County,95116
2441,ML81750331,SLD,175 W Saint James Street,807,5,SAN JOSE,"$625,000","$620,000",CO,663,1,1,Y,1.0,2006.0,423,,6/11/2019,13.0,Central San Jose,95110
2442,ML81745086,SLD,7052 Cherry Chase Way,,129,SAN JOSE,"$625,500","$600,000",TH,1242,2,1,Y,1.0,1971.0,387,,9/9/2019,48.0,Santa Teresa,95139
2443,ML81839794,SLD,6201 Gerdts Drive,,44,SAN JOSE,"$625,888","$625,000",CO,1340,2,2,Y,2.0,1974.0,916,M,7/8/2021,47.0,Evergreen,95135
2444,ML81804038,SLD,4831 Canyon Trail Way,,8,SAN JOSE,"$625,888","$665,000",TH,992,2,2,Y,2.0,1988.0,322,,2/11/2021,32.0,Blossom Valley,95136
2445,ML81749110,SLD,7792 Prestwick Circle,,125,SAN JOSE,"$627,900","$620,000",CO,1490,2,2,Y,2.0,1989.0,852,,10/9/2019,30.0,Evergreen,95135
2446,ML81830419,SLD,4786 Hatfield Walkway,3,21,SAN JOSE,"$628,000","$619,000",CO,903,2,1,,0.0,1973.0,366,M,4/6/2021,48.0,Cambrian,95124
2447,ML81843116,SLD,1517 Four Oaks Circle,,10,SAN JOSE,"$628,000","$645,000",CO,976,2,2,,0.0,1986.0,522,M,6/17/2021,35.0,Berryessa,95131
2448,ML81848737,SLD,410 Auburn Way,9,18,SAN JOSE,"$628,000","$615,000",CO,1099,2,1,,0.0,1970.0,445,M,8/4/2021,51.0,Cupertino,95129
2449,ML81824221,SLD,1010 Bertolone Court,,3,SAN JOSE,"$628,000","$659,000",TH,1098,2,2,Y,1.0,1991.0,165,M,2/2/2021,29.0,South San Jose,95122
2450,ML81740557,SLD,1060 S 3rd Street,250,9,SAN JOSE,"$628,000","$637,000",CO,1000,2,2,Y,2.0,2005.0,545,,4/5/2019,14.0,Central San Jose,95112
2451,ML81825037,SLD,1422 Rocklin Court,,14,SAN JOSE,"$628,000","$630,000",CO,896,2,1,Y,1.0,1984.0,414,,2/22/2021,37.0,Berryessa,95131
2452,ML81746543,SLD,2785 S Bascom Avenue,7,197,SAN JOSE,"$628,800","$620,000",CO,1081,2,2,Y,2.0,1984.0,360,,12/20/2019,35.0,Cambrian,95124
2453,ML81772379,SLD,3105 La Terrace Circle,,3,SAN JOSE,"$628,800","$625,000",CO,995,2,2,,0.0,1985.0,474,,11/11/2019,34.0,Blossom Valley,95123
2454,ML81738120,SLD,3309 Mount Logan Drive,,12,SAN JOSE,"$628,888","$723,400",DE,1056,3,2,Y,2.0,1960.0,,,3/15/2019,59.0,Alum Rock,95127
2455,ML81822956,SLD,3302 Landess Avenue,B,97,SAN JOSE,"$629,000","$619,500",TH,976,2,1,,0.0,1970.0,210,M,4/12/2021,50.0,Berryessa,95132
2456,ML81794005,SLD,3428 Duchess Court,,6,SAN JOSE,"$629,000","$647,000",TH,988,2,1,,0.0,1975.0,240,,7/7/2020,45.0,Berryessa,95132
2457,ML81735487,SLD,260 Martinvale Lane,,0,SAN JOSE,"$629,000","$699,500",DE,1014,2,1,Y,2.0,1970.0,,,2/7/2019,49.0,Santa Teresa,95119
2458,ML81805052,SLD,3470 Bathgate Lane,,11,SAN JOSE,"$629,000","$630,000",CO,1320,4,1,Y,2.0,1976.0,403,,9/17/2020,44.0,Evergreen,95121
2459,ML81775345,SLD,216 Fairway Glen Lane,,55,SAN JOSE,"$629,000","$620,000",TH,1220,3,1,,0.0,1972.0,439,,2/6/2020,47.0,Santa Teresa,95139
2460,ML81748143,SLD,884 Lake Mcclure Drive,,21,SAN JOSE,"$629,000","$600,000",CO,982,2,2,Y,1.0,1994.0,425,,6/6/2019,25.0,Blossom Valley,95123
2461,ML81755226,SLD,20 S 2nd Street,436,34,SAN JOSE,"$629,000","$608,000",CO,887,1,1,Y,1.0,2007.0,499,,8/8/2019,12.0,Central San Jose,95113
2462,ML81780435,SLD,4863 Pine Forest Place,,3,SAN JOSE,"$629,000","$640,000",CO,997,2,2,Y,1.0,1986.0,350,,2/14/2020,34.0,Cambrian,95118
2463,ML81859957,SLD,2325 Saidel Drive,2,7,SAN JOSE,"$629,000","$635,600",CO,903,2,1,,0.0,1973.0,366,,9/20/2021,48.0,Cambrian,95124
2464,ML81746942,SLD,876 N 14th Street,,0,SAN JOSE,"$629,000","$652,000",DE,820,2,1,Y,1.0,1930.0,,,5/16/2019,89.0,Central San Jose,95112
2465,ML81828949,SLD,1665 Branham Park Court,,28,SAN JOSE,"$629,000","$640,000",CO,984,2,2,Y,2.0,1987.0,420,M,4/5/2021,34.0,Cambrian,95118
2466,ML81745636,SLD,88 E San Fernando Street,804,20,SAN JOSE,"$629,000","$629,000",CO,732,0,1,Y,1.0,2008.0,743,,5/24/2019,11.0,Central San Jose,95113
2467,ML81788859,SLD,1375 Lick Avenue,926,75,SAN JOSE,"$629,000","$625,000",CO,917,1,1,Y,1.0,2009.0,448,,7/24/2020,11.0,Central San Jose,95110
2468,ML81854305,SLD,14480 Chrisland Avenue,,8,SAN JOSE,"$629,000","$710,000",DE,797,2,1,,0.0,1951.0,,,8/11/2021,70.0,Alum Rock,95127
2469,ML81765184,SLD,1060 S 3rd Street,224,62,SAN JOSE,"$629,000","$627,000",CO,1100,2,2,Y,2.0,2005.0,563,,11/8/2019,14.0,Central San Jose,95112
2470,ML81816084,SLD,6269 Ceanothus Lane,,46,SAN JOSE,"$629,000","$615,000",CO,859,2,2,Y,1.0,1996.0,342,M,1/11/2021,24.0,Santa Teresa,95119
2471,ML81835467,SLD,1111 La Terrace Circle,404,18,SAN JOSE,"$629,000","$613,000",CO,904,2,1,,0.0,1985.0,498,M,6/8/2021,36.0,Blossom Valley,95123
2472,ML81752045,SLD,276 Mahoney Drive,,13,SAN JOSE,"$629,000","$655,000",DE,1069,2,1,,0.0,1949.0,,,6/28/2019,70.0,Alum Rock,95127
